Y,X
0.0,9.612378414340206
1.0,9.625352811101532
2.0,9.638306050984967
3.0,9.651238292104974
4.0,9.664149690853833
5.0,9.677040401928336
6.0,9.689910578355956
7.0,9.702760371520528
8.0,9.715589931187392
9.0,9.72839940552807
10.0,9.741188941144456
11.0,9.753958683092543
12.0,9.766708774905691
13.0,9.77943935861744
14.0,9.792150574783918
15.0,9.804842562505776
16.0,9.817515459449764
17.0,9.83016940186985
18.0,9.84280452462798
19.0,9.855420961214424
20.0,9.86801884376777
21.0,9.880598303094514
22.0,9.89315946868833
23.0,9.905702468748945
24.0,9.918227430200709
25.0,9.930734478710779
26.0,9.943223738707028
27.0,9.955695333395576
28.0,9.968149384778064
29.0,9.980586013668553
30.0,9.993005339710175
31.0,10.005407481391467
32.0,10.017792556062405
33.0,10.030160679950185
34.0,10.042511968174692
35.0,10.054846534763719
36.0,10.067164492667924
37.0,10.079465953775513
38.0,10.091751028926677
39.0,10.104019827927777
40.0,10.116272459565296
41.0,10.128509031619537
42.0,10.14072965087809
43.0,10.152934423149093
44.0,10.165123453274227
45.0,10.177296845141539
46.0,10.189454701698015
47.0,10.201597124961951
48.0,10.213724216035141
49.0,10.225836075114822
50.0,10.237932801505458
51.0,10.250014493630305
52.0,10.262081249042806
53.0,10.27413316443779
54.0,10.286170335662483
55.0,10.298192857727347
56.0,10.31020082481675
57.0,10.322194330299453
58.0,10.334173466738932
59.0,10.346138325903539
60.0,10.358088998776495
61.0,10.370025575565736
62.0,10.381948145713576
63.0,10.393856797906261
64.0,10.405751620083326
65.0,10.41763269944685
66.0,10.42950012247052
67.0,10.4413539749086
68.0,10.453194341804725
69.0,10.465021307500589
70.0,10.476834955644465
71.0,10.488635369199633
72.0,10.500422630452654
73.0,10.512196821021512
74.0,10.523958021863665
75.0,10.535706313283939
76.0,10.547441774942326
77.0,10.559164485861654
78.0,10.570874524435146
79.0,10.582571968433866
80.0,10.594256895014054
81.0,10.605929380724351
82.0,10.617589501512924
83.0,10.629237332734473
84.0,10.640872949157146
85.0,10.65249642496936
86.0,10.664107833786495
87.0,10.675707248657522
88.0,10.687294742071522
89.0,10.6988703859641
90.0,10.710434251723727
91.0,10.721986410197983
92.0,10.733526931699698
93.0,10.745055886013038
94.0,10.756573342399463
95.0,10.768079369603626
96.0,10.7795740358592
97.0,10.791057408894588
98.0,10.802529555938586
99.0,10.813990543725948
100.0,10.82544043850288
101.0,10.83687930603246
102.0,10.848307211599977
103.0,10.8597242200182
104.0,10.871130395632576
105.0,10.882525802326358
106.0,10.893910503525651
107.0,10.905284562204411
108.0,10.916648040889353
109.0,10.928001001664807
110.0,10.93934350617751
111.0,10.950675615641323
112.0,10.961997390841894
113.0,10.973308892141244
114.0,10.984610179482324
115.0,10.995901312393476
116.0,11.00718234999285
117.0,11.01845335099277
118.0,11.029714373704026
119.0,11.040965476040128
120.0,11.052206715521491
121.0,11.063438149279566
122.0,11.074659834060933
123.0,11.08587182623131
124.0,11.097074181779552
125.0,11.108266956321561
126.0,11.119450205104163
127.0,11.13062398300894
128.0,11.141788344556
129.0,11.152943343907705
130.0,11.164089034872358
131.0,11.175225470907838
132.0,11.186352705125179
133.0,11.197470790292128
134.0,11.208579778836631
135.0,11.219679722850303
136.0,11.230770674091827
137.0,11.241852683990338
138.0,11.252925803648742
139.0,11.263990083847007
140.0,11.275045575045413
141.0,11.286092327387752
142.0,11.297130390704512
143.0,11.308159814515989
144.0,11.31918064803539
145.0,11.330192940171882
146.0,11.34119673953362
147.0,11.352192094430706
148.0,11.363179052878163
149.0,11.37415766259882
150.0,11.385127971026204
151.0,11.396090025307375
152.0,11.407043872305731
153.0,11.417989558603786
154.0,11.428927130505912
155.0,11.43985663404105
156.0,11.450778114965376
157.0,11.461691618764963
158.0,11.472597190658385
159.0,11.483494875599316
160.0,11.494384718279061
161.0,11.505266763129107
162.0,11.516141054323604
163.0,11.527007635781834
164.0,11.537866551170664
165.0,11.548717843906932
166.0,11.559561557159864
167.0,11.570397733853396
168.0,11.581226416668537
169.0,11.592047648045648
170.0,11.602861470186737
171.0,11.6136679250577
172.0,11.624467054390553
173.0,11.635258899685642
174.0,11.646043502213804
175.0,11.65682090301854
176.0,11.667591142918127
177.0,11.67835426250774
178.0,11.689110302161529
179.0,11.699859302034675
180.0,11.710601302065436
181.0,11.721336341977157
182.0,11.732064461280268
183.0,11.742785699274256
184.0,11.753500095049608
185.0,11.76420768748976
186.0,11.774908515272978
187.0,11.785602616874277
188.0,11.796290030567265
189.0,11.806970794426007
190.0,11.817644946326851
191.0,11.82831252395023
192.0,11.838973564782462
193.0,11.84962810611752
194.0,11.860276185058778
195.0,11.870917838520757
196.0,11.881553103230836
197.0,11.892182015730944
198.0,11.902804612379256
199.0,11.913420929351847
200.0,11.924031002644341
201.0,11.93463486807354
202.0,11.945232561279036
203.0,11.955824117724813
204.0,11.966409572700822
205.0,11.976988961324551
206.0,11.987562318542562
207.0,11.998129679132036
208.0,12.00869107770229
209.0,12.019246548696268
210.0,12.029796126392037
211.0,12.040339844904262
212.0,12.050877738185651
213.0,12.061409840028414
214.0,12.071936184065681
215.0,12.082456803772915
216.0,12.092971732469332
217.0,12.103481003319258
218.0,12.113984649333526
219.0,12.124482703370834
220.0,12.134975198139077
221.0,12.145462166196697
222.0,12.155943639954002
223.0,12.166419651674461
224.0,12.176890233476014
225.0,12.187355417332354
226.0,12.197815235074193
227.0,12.208269718390522
228.0,12.218718898829865
229.0,12.2291628078015
230.0,12.239601476576699
231.0,12.25003493628993
232.0,12.26046321794007
233.0,12.27088635239157
234.0,12.281304370375663
235.0,12.291717302491513
236.0,12.302125179207383
237.0,12.312528030861769
238.0,12.322925887664548
239.0,12.333318779698095
240.0,12.343706736918405
241.0,12.354089789156193
242.0,12.364467966117989
243.0,12.37484129738723
244.0,12.385209812425321
245.0,12.395573540572721
246.0,12.405932511049983
247.0,12.416286752958802
248.0,12.426636295283062
249.0,12.43698116688986
250.0,12.447321396530516
251.0,12.4576570128416
252.0,12.467988044345919
253.0,12.47831451945352
254.0,12.488636466462664
255.0,12.49895391356081
